forecast_date,target,location,location_name,target_end_date,type,quantile,value
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.15,11
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.2,13
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.25,14
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.3,16
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.35,18
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.4,20
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.45,24
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.5,28
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.55,32
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.6,35
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.65,38
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.7,41
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.75,44
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.8,48
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.85,51
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.9,56
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.95,62
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.975,68
2020-07-05,4 wk ahead inc death,53,Washington,2020-08-01,quantile,0.99,75
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.01,3
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.025,4
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.05,5
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.1,7
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.15,9
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.2,10
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.25,11
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.3,13
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.35,14
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.4,16
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.45,20
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.5,25
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.55,29
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.6,33
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.65,36
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.7,39
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.75,42
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.8,46
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.85,50
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.9,55
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.95,63
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.975,69
2020-07-05,5 wk ahead inc death,53,Washington,2020-08-08,quantile,0.99,76
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.01,2
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.025,3
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.05,4
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.1,5
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.15,6
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.2,8
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.25,9
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.3,10
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.35,11
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.4,13
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.45,17
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.5,22
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.55,26
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.6,30
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.65,33
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.7,36
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.75,40
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.8,44
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.85,49
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.9,55
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.95,64
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.975,71
2020-07-05,6 wk ahead inc death,53,Washington,2020-08-15,quantile,0.99,79
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,point,NA,845.8638028638029
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,point,NA,875.8469308469308
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,point,NA,901.2653272653273
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,point,NA,922.3936803936804
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,point,NA,939.5501535501536
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,point,NA,953.3532763532763
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.01,822
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.025,824
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.05,827
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.1,829
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.15,832
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.2,833
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.25,835
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.3,836
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.35,838
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.4,839
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.45,841
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.5,842
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.55,844
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.6,845
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.65,847
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.7,849
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.75,851
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.8,855
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.85,860
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.9,871
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.95,884
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.975,891
2020-07-05,1 wk ahead cum death,55,Wisconsin,2020-07-11,quantile,0.99,897
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.01,836
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.025,840
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.05,844
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.1,848
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.15,852
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.2,854
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.25,857
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.3,859
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.35,862
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.4,864
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.45,866
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.5,869
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.55,871
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.6,874
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.65,877
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.7,880
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.75,884
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.8,890
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.85,899
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.9,925
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.95,943
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.975,953
2020-07-05,2 wk ahead cum death,55,Wisconsin,2020-07-18,quantile,0.99,962
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.01,846.26
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.025,852
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.05,857
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.1,863
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.15,868
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.2,872
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.25,875
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.3,878
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.35,881
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.4,885
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.45,888
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.5,891
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.55,895
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.6,898
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.65,902
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.7,907
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.75,913
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.8,921
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.85,934
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.9,971
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.95,994
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.975,1006
2020-07-05,3 wk ahead cum death,55,Wisconsin,2020-07-25,quantile,0.99,1017
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.01,854
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.025,861
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.05,868
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.1,876
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.15,881
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.2,886
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.25,890
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.3,894
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.35,898
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.4,902
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.45,906
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.5,910
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.55,914
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.6,919
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.65,925
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.7,931
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.75,939
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.8,949
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.85,967
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.9,1007
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.95,1033
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.975,1047
2020-07-05,4 wk ahead cum death,55,Wisconsin,2020-08-01,quantile,0.99,1061
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.01,858.26
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.025,867
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.05,876
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.1,885
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.15,891
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.2,897
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.25,902
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.3,906
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.35,911
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.4,916
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.45,921
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.5,925
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.55,931
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.6,937
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.65,943
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.7,951
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.75,960
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.8,973
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.85,996
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.9,1033
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.95,1061
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.975,1077
2020-07-05,5 wk ahead cum death,55,Wisconsin,2020-08-08,quantile,0.99,1093
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.01,862
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.025,871
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.05,881
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.1,892
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.15,900
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.2,906
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.25,912
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.3,917
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.35,922
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.4,927
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.45,933
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.5,938
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.55,944
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.6,951
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.65,959
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.7,968
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.75,979
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.8,994
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.85,1020
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.9,1052
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.95,1081
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.975,1098
2020-07-05,6 wk ahead cum death,55,Wisconsin,2020-08-15,quantile,0.99,1116.739999999998
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,point,NA,34.34088134088134
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,point,NA,29.983127983127982
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,point,NA,25.41839641839642
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,point,NA,21.12835312835313
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,point,NA,17.156473156473158
2020-07-05,6 wk ahead inc death,55,Wisconsin,2020-08-15,point,NA,13.803122803122804
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.01,15
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.025,17
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.05,19
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.1,21
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.15,23
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.2,24
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.25,26
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.3,27
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.35,28
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.4,29
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.45,30
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.5,31
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.55,33
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.6,34
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.65,35
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.7,37
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.75,39
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.8,42
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.85,46
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.9,54
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.95,65
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.975,70
2020-07-05,1 wk ahead inc death,55,Wisconsin,2020-07-11,quantile,0.99,76
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.01,10
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.025,12
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.05,14
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.1,17
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.15,18
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.2,20
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.25,21
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.3,22
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.35,23
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.4,24
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.45,26
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.5,27
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.55,28
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.6,29
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.65,31
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.7,33
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.75,35
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.8,38
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.85,42
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.9,51
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.95,60
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.975,66
2020-07-05,2 wk ahead inc death,55,Wisconsin,2020-07-18,quantile,0.99,71
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.01,7
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.025,9
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.05,11
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.1,13
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.15,15
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.2,16
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.25,17
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.3,18
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.35,19
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.4,20
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.45,21
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.5,23
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.55,24
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.6,25
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.65,27
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.7,28
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.75,30
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.8,33
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.85,37
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.9,44
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.95,52
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.975,57
2020-07-05,3 wk ahead inc death,55,Wisconsin,2020-07-25,quantile,0.99,62
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.01,5
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.025,6
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.05,8
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.1,10
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.15,11
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.2,13
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.25,14
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.3,15
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.35,16
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.4,17
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.45,18
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.5,19
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.55,20
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.6,21
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.65,23
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.7,25
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.75,26
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.8,29
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.85,32
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.9,36
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.95,42
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.975,46
2020-07-05,4 wk ahead inc death,55,Wisconsin,2020-08-01,quantile,0.99,51
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.01,3
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.025,4
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.05,5
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.1,7
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.15,9
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.2,10
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.25,11
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.3,12
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.35,13
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.4,14
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.45,15
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.5,16
2020-07-05,5 wk ahead inc death,55,Wisconsin,2020-08-08,quantile,0.55,17
